<urn:uuid:e5361019-a345-4d80-9fa5-42e619d6e587>	https://www.astrosabadell.org/shop/ca/inici/72/30/llibres/historia/hawking-y-los-agujeros-negros-detail	marc	2022-02-06 23:41:09	accept	OP rv	<doc sitename="Botiga de l'Agrupació Astronòmica Sabadell" title="Botiga de l'Agrupació Astronòmica Sabadell -" source="https://www.astrosabadell.org/shop/ca/inici/72/30/llibres/historia/hawking-y-los-agujeros-negros-detail" hostname="astrosabadell.org" excerpt="Autor: Paul StrathernEditorial: Siglo XXI de EspañaAny: 1999Idioma: castellà96 pàgines12 x 18 cm Hawking és potser, un dels científics més coneguts de la nostra època. Les seves recerques i descobriments en els camps dels forats negres i la cosmologia han obert possibilitats infinites i han canviat la nostra manera de mirar el món i el cosmos. Encara així, quants de nosaltres entenem realment el que signifiquen els forats negres? Hawking i els forats negres és una brillant instantània de la vida de Hawking i del seu treball, i proporciona una explicació accessible i clara del significat i de la importància dels seus descobriments i de la manera en què aquests poden canviar o influir en les nostres vides." categories="" tags="" fingerprint="tXWhTP4r5k0UMiqjg0Aw7uUMvX0=">   <div class="trafilatura-content">     <p>Autor: Paul Strathern<lb />Editorial: Siglo XXI de España<lb />Any: 1999<lb />Idioma: castellà<lb />96 pàgines<lb />12 x 18 cm</p>     <p>Hawking és potser, un dels científics més coneguts de la nostra època. Les seves recerques i descobriments en els camps dels forats negres i la cosmologia han obert possibilitats infinites i han canviat la nostra manera de mirar el món i el cosmos. Encara així, quants de nosaltres entenem realment el que signifiquen els forats negres? Hawking i els forats negres és una brillant instantània de la vida de Hawking i del seu treball, i proporciona una explicació accessible i clara del significat i de la importància dels seus descobriments i de la manera en què aquests poden canviar o influir en les nostres vides.</p>   </div>   <section class="comments" /> </doc>
<urn:uuid:f196926c-fb32-4275-b907-c0036df3bb40>	https://www.ccma.cat/324/la-velocitat-de-contagi-de-la-covid-frega-l1-en-un-dia-amb-mes-pacients-als-hospitals/noticia/3064365/	marc	2022-02-06 23:41:09	accept	NA ne	<doc sitename="CCMA" title="La velocitat de contagi de la Covid puja per cinquè dia seguit i frega l'1" date="2020-12-05" source="https://www.ccma.cat/324/la-velocitat-de-contagi-de-la-covid-frega-l1-en-un-dia-amb-mes-pacients-als-hospitals/noticia/3064365/" hostname="ccma.cat" excerpt="La velocitat de transmissió del coronavirus a Catalunya continua pujant: ho fa de 3 centèsimes i arriba al 0,98" categories="Societat" tags="" fingerprint="IUP7ElYgazdUwk4Nfm65gZ+1t/o=">   <div class="trafilatura-content">     <h4>La velocitat de contagi de la Covid puja per cinquè dia seguit i frega l'1</h4>     <h4>La velocitat de transmissió del coronavirus a Catalunya continua pujant: ho fa de 3 centèsimes i arriba al 0,98</h4>     <ul class="trafilatura">       <li>TEMA:</li>       <li>Coronavirus</li>     </ul>     <p>La velocitat de contagi del coronavirus a Catalunya continua pujant lleugerament, fins al punt que ara gairebé un malalt en contagia un altre. L'Rho, com es coneix aquest terme, puja tres centèsimes i arriba a 0,98. Això vol dir que cada 100 positius en contagien 98. Mentre aquest valor es mantingui per sota d'1 es considera que l'epidèmia decreix.</p>     <p>Segons les dades que el Departament de Salut ha fet públiques aquest matí, en les últimes 24 hores hi ha hagut 1.357 nous contagis confirmats amb proves PCR i tests d'antígens.</p>     <p>Les xifres d'hospitalitzats i d'ingressats a les UCIs baixen lentament, però són encara massa altes. N'hi ha ja 38 menys.</p>     <p>Sí que baixa el nombre de persones que ocupen un llit de crítics. Avui hi ha 400 malalts a les UCI, 18 menys que ahir. Tot i això, el cap de Medicina Intensiva de l'Hospital Vall d'Hebron, Ricard Ferrer, alerta que un augment de contagis provocats per la mobilitat associada al pont posaria en una situació molt delicada les unitats que atenen malalts crítics.</p>     <p>Aquest dissabte hi ha 45 morts més, arribant a les 16.089 defuncions.</p>     <p><lb />Lluny de l'objectiu per canviar de fase</p>     <p>Que l'Rt estigui a 0,98 vol dir que encara estem més lluny de fer el pas al següent tram de desescalada. Els objectius fixen que ha d'estar per sota de 0,90, però des que el govern va anunciar que aquest dilluns no s'avançava en el desconfinament, no ha parat de créixer.</p>     <p>El canvi de plans en la desescalada no afecta, de moment, les festes de Nadal, en què es modifiquen les restriccions per adaptar-les als sopars i trobades familiars.</p>     <p>La velocitat de contagi es pot consultar per municipis</p>     <p>Esperant la vacuna</p>     <p>El govern s'ha marcat com a objectiu vacunar de la Covid 450.000 persones entre el gener i el març i assegura que ho té tot a punt per arrancar aquesta complexa operativa.</p>     <p>Les vacunes de Pfizer, arribades des de Brussel·les, es conservaran a 80 graus sota zero en quatre supercongeladors del Banc de Sang i Teixits de Catalunya. Les residències rebran les primeres dosis de la vacuna i també s'habilitaran punts de vacunació en CAP i hospitals. L'executiu espanyol espera haver vacunat 20 milions de persones al juny a tot Espanya.</p>     <ul class="trafilatura">       <li>ARXIVAT A:</li>       <li>Coronavirus</li>     </ul>   </div>   <section class="comments" /> </doc>
<urn:uuid:a3005eb5-d455-47e5-94a1-21911f5e5589>	https://demo.smartaddons.com/templates/joomla3/sj-revo/index.php/ar/virtuemart/product-category/chanel-mascara/mauris-venenatis-detail	marc	2022-02-06 23:41:09	reject		<doc sitename="demo.smartaddons.com" title="Mauris venenatis" source="https://demo.smartaddons.com/templates/joomla3/sj-revo/index.php/ar/virtuemart/product-category/mauris-venenatis-detail" hostname="smartaddons.com" excerpt="Mauris venenatis Chanel mascara Style Code Live is a daily, live show where style enthusiasts can connect, chat, shop, and get the inside scoop on the latest fashion and beauty trends. Style Code Live is a daily, live show where style enthusiasts can connect, chat, shop, and get the inside scoop on the latest fashion and beauty trends." categories="" tags="Compact list of tagged items;List of all tags;Tagged items" fingerprint="4xvcN1TY0JIhR/c/dtXSTFqL03Y=">   <div class="trafilatura-content">     <p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur.</p>     <p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo</p>   </div>   <section class="comments" /> </doc>
<urn:uuid:5ba80a60-8678-48d5-a6f7-6e35b1240dc5>	https://webfacil.tinet.cat/adonesdevalls/95988	marc	2022-02-06 23:41:09	accept	IN	<doc title="ASSOCIACIO DE DONES DE VALLS" author="TINET - OASI(Organisme Autònom per a la Societat de la Informació)" excerpt="ASSOCIACIO DE DONES DE VALLS - Associacio de Dones de Valls" categories="" tags="Dones, associacio, entitat,asociación_mujeres, webfacil,tinet" fingerprint="hW4DsOCQUpHztSJnb8+lob0Ipa4=">   <div class="trafilatura-content">     <p>PROGRAMA D'ACTIVITATS DE SETEMBRE A MAIG 2012-2013</p>     <p>Gimnàstica de manteniment:<lb />Dimarts i dijvendres de les 16,15h. a les 17,15h<lb />Patronat Municipal D'Esport.<lb />Informàtica:<lb />Dilluns de les 15,30h. a les 17h.<lb />Divendres de les 15,30h. a les 17h.<lb />Casa Caritat<lb />Les Xerrades<lb />Dijous a les 17h.<lb />Casa Caritat<lb />Portes obertas a totes les dones<lb />Per a més informació, mireu a Xerrades</p>     <table class="trafilatura">       <tr>         <td>dijous 28 de febrer</td>         <td>Xerrada a carrec de Protecció Civil</td>       </tr>       <tr>         <td>dijous 7 de març</td>         <td>Taula Rodona, Dia Internacional de la Dona</td>       </tr>       <tr>         <td>dijous 11 d'abril</td>         <td>Entendre el dolor, a càrrec de la Unitat de Fisioterapia del Departament de Medicina de la URV.</td>       </tr>       <tr>         <td>dijous 18 d'abril</td>         <td>Com cuidem les plantes de primavera, a càrrec de la Sra.Eura Muste</td>       </tr>       <tr>         <td>dijous 25 d'abril</td>         <td>Tarda Literaria, lectura de poemas I mostra de truitas</td>       </tr>       <tr>         <td>dijous 2 de maig</td>         <td>Trastorns emocionals, a càrrec de la Psicòloga Sra. Mireia Batet</td>       </tr>       <tr>         <td>dijous 9 de maig</td>         <td>Xerrada "El Rol de les Âvies" a càrrec de la Sra. Silvia Requena</td>       </tr>       <tr>         <td>dijous 16 de maig</td>         <td>Sortida Cultural a Sant Cugat del Vallés</td>       </tr>       <tr>         <td>dijous 23 de maig</td>         <td>Taller d'Estética casolana, a càrrec de la Sra. Olga Pons</td>       </tr>       <tr>         <td>dijous 30 de maig</td>         <td>Berenar fi de curs.</td>       </tr>     </table>   </div>   <section class="comments" /> </doc>
<urn:uuid:f803eb79-4f9b-4274-87eb-0fe8444fd1ac>	https://naehsolutions.zerista.com/event?event_order=start&event_page=3	marc	2022-02-06 23:41:09	reject		<doc sitename="Browse Agenda" title="Solutions For Individual Homeless Adults: A National Conference" date="2019-02-22" categories="" tags="" fingerprint="qMfGzuJywrcoSYoQZn9eUT5LOB0=">   <div class="trafilatura-content">     <p>1:15 PM–2:30 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS V</p>     <p>1:15 PM–2:30 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS V</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>     <p>2:45 PM–4:00 PM</p>     <p>Feb 22, 2019</p>     <p>(US - Pacific)</p>     <p>BREAKOUTS VI</p>   </div>   <section class="comments" /> </doc>
<urn:uuid:6c07eb51-f5ec-41ef-9d5b-8ee64b3ff91f>	https://www.catalunyapress.cat/texto-diario/mostrar/1616577/messi-torna-lalbiceleste-despres-seva-sancio-tres-mesos	marc	2022-02-06 23:41:09	accept	NA sr	<doc sitename="CatalunyaPress.cat" title="Messi torna a l'albiceleste després de la seva sanció de tres mesos" author="Redacció Catalunyapress" date="2019-10-31" source="https://www.catalunyapress.cat/texto-diario/mostrar/1616577/messi-torna-lalbiceleste-despres-seva-sancio-tres-mesos" hostname="catalunyapress.cat" excerpt="Messi està ja de tornada i és una de les cares noves per enfrontar-se a dues seleccions importants a manera de preparació per a les Eliminatòries de Sud-amèrica. ..." categories="" tags="" fingerprint="06twOFkYUHY0gKUfhoIe7cM8N2Y=">   <div class="trafilatura-content">     <h4>Messi torna a l'albiceleste després de la seva sanció de tres mesos</h4>     <p>El davanter argentí del FC Barcelona, Leo Messi, torna després de la seva sanció de tres mesos a la llista de convocats de la selecció albiceleste de futbol per als partits amistosos contra el Brasil i l'Uruguai d'aquest novembre, segons ha anunciat aquest dijous el seleccionador nacional, Lionel Scaloni.</p>     <p>Messi, que va ser sancionat per tres mesos per les seves crítiques a la Conmebol durant l'última Copa Amèrica, està ja de tornada i és una de les cares noves per enfrontar-se a dues seleccions importants a manera de preparació per a les Eliminatòries de Sud-amèrica.</p>     <p>El Clàssic contra el Brasil es disputarà el 15 de novembre a l'Aràbia Saudita, i el duel contra l'Uruguai tindrà lloc quatre dies després a Israel. Partits en què estarà Leo Messi i també el 'Kun' Agüero, que torna a la selecció.</p>     <p>Algunes de les absències destacades són Mauro Icardi o Ángel Di María, però Scaloni ha cridat a altres noms d'importància com Otamendi, Lo Celso, Lautaro Martínez o Dybala.</p>     <p>La llista de convocats de l'Argentina està formada per Marchesín, Musso, Martínez, Andrada, Foyth, Saravia, Otamendi, Pezzella, Rojo, Kannemann, Tagliafico, Pérez, Rodríguez, Lo Celso, Paredes, Domínguez, De Paul, Acuña, Pereyra, Ocampos, Messi, Agüero, González, Alario, Lautaro Martínez i Dybala.</p>   </div>   <section class="comments">     <h4>Escriu el teu comentari</h4>   </section> </doc>
<urn:uuid:72d3e055-b459-43c3-be10-c453b8f95bab>	https://aplicacions.llengua.gencat.cat/llc/AppJava/index.html?action=Principal&method=detall&input_cercar=per+per+a&numPagina=20&database=FITXES_PUB&idFont=13557&idHit=13557&tipusFont=Fitxes+de+l%27Optimot&numeroResultat=195&databases_avansada=&categories_avansada=&clickLink=detall&titol=Ortografia+de+%3Cem%3Ec+%3C%2Fem%3Ei+%3Cem%3Eg+%3C%2Fem%3Ea+final+de+mot+i+a+final+de+s%EDl%B7laba&tematica=&databaseFilterName=Fitxes%20de%20l'Optimot&databaseFilter=FITXES_PUB&parameterField=FITXES_PUB	marc	2022-02-06 23:41:09	accept	HI	<doc sitename="Llengua catalana" title=" &#09;&#09;&#09;&#09;&#09;&#09;&#09;&#09;&#09; &#09;&#09;&#09;&#09;&#09;&#09;&#09;&#09;" categories="" tags="" fingerprint="TNeJrosyoEy0V856oNOQ2H5s/gs=">   <div class="trafilatura-content">     <p>L'escriptura de les consonants c i g pot presentar dubtes quan es troben a final de paraula (per exemple: c i g sonen 'c' a foc i a càstig), i també quan es troben a final de síl·laba i en interior de mot (en paraules com ara aràcnid o maragda).</p>     <p>A final de paraula convé tenir en compte les indicacions següents:</p>     <p>1. Darrere de vocal o diftong tònics se sol escriure c: afalac, sac, arcaic, batec, embolic, escric, albercoc, estoic, poruc, puc, ruc, etc.</p>     <p>Hi ha aquestes excepcions:</p>     <p>2. Darrere de vocal àtona o consonant es poden seguir aquestes orientacions:</p>     <p>En interior de paraula i final de síl·laba es poden seguir aquestes indicacions:</p>   </div>   <section class="comments" /> </doc>
<urn:uuid:c2a65c28-3270-47ef-971f-f7522161fdff>	http://unblockproxywebsites.cn/jBdIj.xml	marc	2022-02-06 23:41:09	reject		<doc title="" categories="" tags="" fingerprint="pn//sJhFdrAIS4e1ezBes50T5sk=">   <div class="trafilatura-content">     <p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in vestibulum eros. Praesent at cursus orci. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam vitae sagittis dolor. Proin iaculis suscipit quam non suscipit. Vestibulum vestibulum semper tortor, eget molestie turpis ultrices sit amet. Vestibulum vehicula sollicitudin feugiat. Donec at augue non purus dictum interdum sit amet feugiat dolor. Sed semper, arcu quis ullamcorper fermentum.</p>     <p>Vivamus semper, dui ut tincidunt adipiscing, lacus tellus malesuada tortor, et semper nunc dui id velit. Quisque ultrices, nisl aliquam euismod commodo, ligula augue semper leo, a consequat nibh sapien at erat. Sed mauris augue, convallis non aliquam sit amet, posuere eget libero.</p>     <p>Aliquam adipiscing euismod iaculis. Sed suscipit tellus vel turpis placerat pulvinar. Integer eleifend enim ac felis dictum feugiat. Curabitur lobortis viverra tincidunt. Morbi sodales, nibh ullamcorper consectetur dictum, ligula magna porttitor quam, ut interdum lacus ipsum ac sapien.</p>   </div>   <section class="comments" /> </doc>
<urn:uuid:02bb9f5e-32fd-405c-98ea-af39ddbe076b>	https://somconnexio.coop/knowledgebase_category/configuracio-mobil/	marc	2022-02-07 12:29:36	accept	IN	<doc sitename="Som Connexió" title="Arxius de Configuració mòbil - Som Connexió" source="https://somconnexio.coop/knowledgebase_category/configuracio-mobil/" hostname="somconnexio.coop" categories="" tags="" fingerprint="NyGUMdVkK1cuwTuwAcigY670JsM=">   <div class="trafilatura-content">     <h4>Configuració mòbil</h4>     <h4>Configuració mòbil</h4>     <ul class="trafilatura">       <li>Com puc desviar les trucades del meu telèfon?</li>       <li>Com es configuren les dades al terminal mòbil?</li>       <li>Com controlo el consum de veu?</li>       <li>Com bloquejo trucades entrants i/o sortints</li>       <li>Com es configura el tethering per Android?</li>       <li>Com activo i desactivo la bústia de veu del telèfon mòbil?</li>       <li>Perquè els Iphones envien SMS de forma automàtica i sense avisar?</li>       <li>Alliberar el mòbil</li>       <li>Com configuro el tethering per Iphone?</li>       <li>Vols més informació sobre el procés de migració d’antenes?</li>     </ul>   </div>   <section class="comments" /> </doc>
<urn:uuid:b666e409-5ec4-4bba-9705-c7540bb2ee3f>	http://mipe.psyed.edu.es/datos-generales/tesis-dipe/?any=2009&def=0&uni=Universitat%20Aut%C3%B2noma%20de%20Barcelona&any=2015&def=1&any=2010&any=2019&def=0&uni=Universitat%20Rovira%20i%20Virgili	marc	2022-02-07 12:29:36	reject		<doc sitename="mipe.psyed.edu.es" title="Tesis" source="http://mipe.psyed.edu.es/datos-generales/tesis-dipe/" hostname="psyed.edu.es" categories="" tags="" fingerprint="oBdvXyBxDmTr1WEF+oJECn3A5j8=">   <div class="trafilatura-content">     <p>Filtros aplicados:<lb />En proceso<lb />Año: 2019<lb />Universidad: Universitat Rovira i Virgili<lb />Eliminar filtros</p>     <h4>Resultados:0</h4>     <p>Filtros:</p>     <p>Mostrar sólo las tesis defendidas | Mostrar sólo las tesis no defendidas</p>     <p>Año:</p>     <p>2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 |</p>     <p>Universidad:</p>     <p>| Universitat Autònoma de Barcelona | Universitat de Barcelona | Universitat de Girona | Universitat de Lleida | Universitat Ramon Llull | Universitat Rovira i Virgili |</p>   </div>   <section class="comments" /> </doc>
